,nflverse_game_id,old_game_id,play_id,possession_team,offense_formation,offense_personnel,defenders_in_box,defense_personnel,number_of_pass_rushers,ngs_air_yards,time_to_throw,was_pressure,route,defense_man_zone_type,defense_coverage_type
30099,2022_12_HOU_MIA,2022112703,296,MIA,SHOTGUN,"2 RB, 0 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,9.09999999999999,1.968,False,POST,ZONE_COVERAGE,COVER_2
30100,2022_12_HOU_MIA,2022112703,318,MIA,SHOTGUN,"2 RB, 1 TE, 2 WR",5.0,"4 DL, 3 LB, 4 DB",4.0,13.17,2.068,False,POST,ZONE_COVERAGE,COVER_2
30101,2022_12_HOU_MIA,2022112703,340,MIA,EMPTY,"0 RB, 1 TE, 4 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,8.45,1.702,False,SLANT,ZONE_COVERAGE,COVER_2
30104,2022_12_HOU_MIA,2022112703,408,HOU,EMPTY,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",4.0,4.72,1.902,False,HITCH,ZONE_COVERAGE,COVER_2
30106,2022_12_HOU_MIA,2022112703,453,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",5.0,-3.72,1.435,False,SCREEN,ZONE_COVERAGE,COVER_3
30109,2022_12_HOU_MIA,2022112703,521,MIA,SHOTGUN,"2 RB, 0 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,23.8,3.424,False,CROSS,ZONE_COVERAGE,COVER_3
30110,2022_12_HOU_MIA,2022112703,545,MIA,I_FORM,"2 RB, 1 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",4.0,13.07,1.868,False,POST,ZONE_COVERAGE,COVER_3
30113,2022_12_HOU_MIA,2022112703,611,MIA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,4.63,1.722,False,HITCH,ZONE_COVERAGE,COVER_3
30114,2022_12_HOU_MIA,2022112703,635,MIA,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,5.97,2.235,False,CROSS,ZONE_COVERAGE,COVER_6
30116,2022_12_HOU_MIA,2022112703,683,MIA,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,6.26000000000001,6.774,True,IN,MAN_COVERAGE,COVER_0
30119,2022_12_HOU_MIA,2022112703,739,HOU,I_FORM,"2 RB, 1 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",4.0,18.09,3.136,True,IN,ZONE_COVERAGE,COVER_3
30120,2022_12_HOU_MIA,2022112703,761,HOU,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 4 LB, 4 DB",5.0,-0.739999999999995,3.003,False,FLAT,ZONE_COVERAGE,COVER_3
30122,2022_12_HOU_MIA,2022112703,817,HOU,I_FORM,"2 RB, 1 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",4.0,0.909999999999997,4.137,False,ANGLE,ZONE_COVERAGE,COVER_3
30123,2022_12_HOU_MIA,2022112703,839,HOU,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",5.0,4.28,1.768,False,SLANT,ZONE_COVERAGE,COVER_3
30124,2022_12_HOU_MIA,2022112703,883,HOU,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"1 DL, 4 LB, 6 DB",4.0,2.44,3.62,True,CROSS,ZONE_COVERAGE,COVER_2
30127,2022_12_HOU_MIA,2022112703,945,MIA,SINGLEBACK,"2 RB, 1 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",1.0,4.78,1.209,False,SLANT,ZONE_COVERAGE,COVER_3
30129,2022_12_HOU_MIA,2022112703,993,MIA,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",4.0,-4.06,2.77,False,FLAT,ZONE_COVERAGE,COVER_3
30130,2022_12_HOU_MIA,2022112703,1017,MIA,SHOTGUN,"2 RB, 1 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,5.3,1.501,False,SLANT,ZONE_COVERAGE,COVER_2
30131,2022_12_HOU_MIA,2022112703,1041,MIA,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,13.84,2.787,False,CROSS,MAN_COVERAGE,COVER_1
30132,2022_12_HOU_MIA,2022112703,1063,MIA,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,14.73,2.736,False,POST,ZONE_COVERAGE,COVER_4
30135,2022_12_HOU_MIA,2022112703,1129,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",5.0,-4.42,2.277,True,SCREEN,MAN_COVERAGE,COVER_1
30136,2022_12_HOU_MIA,2022112703,1153,HOU,SINGLEBACK,"1 RB, 3 TE, 1 WR",7.0,"3 DL, 4 LB, 4 DB",3.0,1.72,3.036,False,OUT,ZONE_COVERAGE,COVER_2
30141,2022_12_HOU_MIA,2022112703,1253,HOU,EMPTY,"1 RB, 2 TE, 2 WR",5.0,"2 DL, 4 LB, 5 DB",4.0,1.69,2.03,False,FLAT,ZONE_COVERAGE,COVER_3
30144,2022_12_HOU_MIA,2022112703,1314,MIA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,35.48,3.28,False,POST,ZONE_COVERAGE,COVER_6
30145,2022_12_HOU_MIA,2022112703,1336,MIA,SHOTGUN,"2 RB, 1 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,5.84999999999999,1.968,False,HITCH,ZONE_COVERAGE,COVER_2
30146,2022_12_HOU_MIA,2022112703,1360,MIA,SHOTGUN,"2 RB, 1 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,16.45,3.396,False,HITCH,ZONE_COVERAGE,COVER_2
30147,2022_12_HOU_MIA,2022112703,1384,MIA,I_FORM,"2 RB, 1 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,31.5,3.403,False,POST,ZONE_COVERAGE,COVER_2
30148,2022_12_HOU_MIA,2022112703,1408,MIA,I_FORM,"2 RB, 1 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",4.0,11.25,2.603,True,CROSS,ZONE_COVERAGE,COVER_3
30152,2022_12_HOU_MIA,2022112703,1485,MIA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,3.83,1.868,False,OUT,ZONE_COVERAGE,COVER_4
30153,2022_12_HOU_MIA,2022112703,1507,MIA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,10.78,1.881,False,POST,ZONE_COVERAGE,COVER_4
30156,2022_12_HOU_MIA,2022112703,1563,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,-2.49,2.236,False,SCREEN,ZONE_COVERAGE,COVER_3
30158,2022_12_HOU_MIA,2022112703,1616,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"1 DL, 4 LB, 6 DB",4.0,1.98,2.436,True,FLAT,ZONE_COVERAGE,COVER_3
30162,2022_12_HOU_MIA,2022112703,1718,HOU,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"2 DL, 4 LB, 5 DB",4.0,4.63,2.369,False,HITCH,ZONE_COVERAGE,COVER_3
30164,2022_12_HOU_MIA,2022112703,1761,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",4.0,3.75,3.137,False,CROSS,ZONE_COVERAGE,COVER_3
30165,2022_12_HOU_MIA,2022112703,1785,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"1 DL, 4 LB, 6 DB",4.0,0.479999999999997,2.742,False,FLAT,ZONE_COVERAGE,COVER_3
30169,2022_12_HOU_MIA,2022112703,1857,MIA,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,13.53,2.645,True,IN,ZONE_COVERAGE,COVER_6
30170,2022_12_HOU_MIA,2022112703,1881,MIA,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,2.75,2.402,True,ANGLE,ZONE_COVERAGE,COVER_2
30171,2022_12_HOU_MIA,2022112703,1905,MIA,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,21.01,2.56,False,POST,ZONE_COVERAGE,COVER_2
30174,2022_12_HOU_MIA,2022112703,1957,MIA,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",3.0,4.36,3.322,False,FLAT,ZONE_COVERAGE,COVER_2
30175,2022_12_HOU_MIA,2022112703,1986,MIA,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",3.0,15.85,3.212,True,OUT,ZONE_COVERAGE,COVER_2
30176,2022_12_HOU_MIA,2022112703,2010,MIA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",3.0,6.77,1.613,False,SLANT,ZONE_COVERAGE,COVER_2
30179,2022_12_HOU_MIA,2022112703,2072,MIA,SHOTGUN,"1 RB, 0 TE, 4 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,11.89,2.203,False,IN,ZONE_COVERAGE,COVER_4
30187,2022_12_HOU_MIA,2022112703,2232,MIA,SHOTGUN,"1 RB, 0 TE, 4 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,13.08,3.331,True,HITCH,ZONE_COVERAGE,COVER_2
30194,2022_12_HOU_MIA,2022112703,2403,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,1.36,3.036,False,OUT,ZONE_COVERAGE,COVER_2
30199,2022_12_HOU_MIA,2022112703,2505,MIA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,-5.76,1.268,False,SCREEN,ZONE_COVERAGE,COVER_6
30202,2022_12_HOU_MIA,2022112703,2580,HOU,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",3.0,-1.39,3.346,False,FLAT,ZONE_COVERAGE,COVER_2
30203,2022_12_HOU_MIA,2022112703,2604,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",5.0,14.88,3.136,True,HITCH,ZONE_COVERAGE,COVER_3
30204,2022_12_HOU_MIA,2022112703,2640,HOU,I_FORM,"2 RB, 1 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",3.0,1.87,3.684,False,CROSS,ZONE_COVERAGE,COVER_2
30205,2022_12_HOU_MIA,2022112703,2664,HOU,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"3 DL, 4 LB, 4 DB",4.0,-2.83,1.084,False,FLAT,MAN_COVERAGE,COVER_0
30211,2022_12_HOU_MIA,2022112703,2795,MIA,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,5.54,1.854,False,HITCH,ZONE_COVERAGE,COVER_3
30215,2022_12_HOU_MIA,2022112703,2887,HOU,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 4 LB, 4 DB",2.0,1.31,3.303,False,CROSS,ZONE_COVERAGE,COVER_2
30218,2022_12_HOU_MIA,2022112703,2964,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",3.0,6.08,2.035,False,HITCH,ZONE_COVERAGE,COVER_2
30222,2022_12_HOU_MIA,2022112703,3051,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",5.0,4.53,2.61,True,SLANT,MAN_COVERAGE,COVER_1
30227,2022_12_HOU_MIA,2022112703,3163,MIA,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",6.0,9.95,3.844,True,CROSS,ZONE_COVERAGE,COVER_3
30228,2022_12_HOU_MIA,2022112703,3185,MIA,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 2 LB, 5 DB",4.0,9.83,2.569,True,POST,ZONE_COVERAGE,COVER_4
30230,2022_12_HOU_MIA,2022112703,3237,HOU,I_FORM,"2 RB, 1 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",3.0,31.94,3.037,True,GO,ZONE_COVERAGE,COVER_2
30231,2022_12_HOU_MIA,2022112703,3276,HOU,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",5.0,9.29000000000001,1.925,False,POST,ZONE_COVERAGE,COVER_3
30232,2022_12_HOU_MIA,2022112703,3298,HOU,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,"3 DL, 4 LB, 4 DB",3.0,-0.109999999999999,2.958,True,FLAT,ZONE_COVERAGE,COVER_2
30233,2022_12_HOU_MIA,2022112703,3320,HOU,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"1 DL, 4 LB, 6 DB",5.0,3.58,2.143,False,SLANT,MAN_COVERAGE,COVER_1
30234,2022_12_HOU_MIA,2022112703,3344,HOU,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"1 DL, 4 LB, 6 DB",5.0,1.81,1.935,False,FLAT,MAN_COVERAGE,COVER_1
30236,2022_12_HOU_MIA,2022112703,3394,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",8.0,"1 DL, 4 LB, 6 DB",6.0,20.74,2.102,True,GO,MAN_COVERAGE,COVER_0
30239,2022_12_HOU_MIA,2022112703,3450,MIA,SHOTGUN,"2 RB, 1 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,45.91,3.504,False,GO,ZONE_COVERAGE,COVER_4
30243,2022_12_HOU_MIA,2022112703,3544,HOU,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,-1.15,1.468,False,SCREEN,ZONE_COVERAGE,COVER_3
30244,2022_12_HOU_MIA,2022112703,3579,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",4.0,-4.75,2.569,False,FLAT,ZONE_COVERAGE,COVER_3
30245,2022_12_HOU_MIA,2022112703,3603,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB",4.0,3.27,2.936,True,CROSS,ZONE_COVERAGE,COVER_3
30251,2022_12_HOU_MIA,2022112703,3733,MIA,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,3.69,2.436,False,OUT,MAN_COVERAGE,COVER_1
30254,2022_12_HOU_MIA,2022112703,3787,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",4.0,1.68,2.265,False,ANGLE,ZONE_COVERAGE,COVER_3
30255,2022_12_HOU_MIA,2022112703,3821,HOU,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"1 DL, 4 LB, 6 DB",4.0,7.53,2.503,False,HITCH,ZONE_COVERAGE,COVER_3
30256,2022_12_HOU_MIA,2022112703,3846,HOU,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"1 DL, 4 LB, 6 DB",4.0,3.9,2.581,True,HITCH,ZONE_COVERAGE,COVER_3
30258,2022_12_HOU_MIA,2022112703,3891,HOU,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"1 DL, 4 LB, 6 DB",4.0,4.09999999999999,2.035,False,SLANT,ZONE_COVERAGE,COVER_3
30260,2022_12_HOU_MIA,2022112703,3937,HOU,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"1 DL, 4 LB, 6 DB",4.0,24.4,2.369,False,GO,MAN_COVERAGE,COVER_1
30273,2022_12_CHI_NYJ,2022112704,108,NYJ,SHOTGUN,"1 RB, 2 TE, 2 WR",8.0,"3 DL, 4 LB, 4 DB",5.0,6.23,1.941,False,SLANT,MAN_COVERAGE,COVER_1
30274,2022_12_CHI_NYJ,2022112704,132,NYJ,I_FORM,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",4.0,5.41,2.87,False,CROSS,ZONE_COVERAGE,COVER_2
30275,2022_12_CHI_NYJ,2022112704,160,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",5.0,4.68000000000001,1.535,False,HITCH,ZONE_COVERAGE,COVER_3
30276,2022_12_CHI_NYJ,2022112704,184,NYJ,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",4.0,-2.7,3.17,True,FLAT,ZONE_COVERAGE,COVER_2
30277,2022_12_CHI_NYJ,2022112704,213,NYJ,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",2.0,-3.15000000000001,1.435,False,SCREEN,ZONE_COVERAGE,COVER_3
30278,2022_12_CHI_NYJ,2022112704,242,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-0.920000000000002,1.935,False,SCREEN,MAN_COVERAGE,COVER_1
30280,2022_12_CHI_NYJ,2022112704,285,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB",4.0,12.43,2.703,False,CORNER,ZONE_COVERAGE,COVER_4
30284,2022_12_CHI_NYJ,2022112704,373,CHI,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,6.18000000000001,2.102,False,OUT,ZONE_COVERAGE,COVER_3
30285,2022_12_CHI_NYJ,2022112704,395,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 1 LB, 6 DB",4.0,2.34,2.403,True,OUT,ZONE_COVERAGE,COVER_6
30287,2022_12_CHI_NYJ,2022112704,445,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",5.0,1.84,3.237,False,ANGLE,MAN_COVERAGE,COVER_1
30289,2022_12_CHI_NYJ,2022112704,497,CHI,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,0.98,2.934,True,CROSS,MAN_COVERAGE,COVER_1
30290,2022_12_CHI_NYJ,2022112704,521,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,10.08,1.735,False,GO,MAN_COVERAGE,COVER_1
30294,2022_12_CHI_NYJ,2022112704,605,NYJ,EMPTY,"1 RB, 2 TE, 2 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,4.91,2.202,False,HITCH,ZONE_COVERAGE,COVER_3
30295,2022_12_CHI_NYJ,2022112704,629,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,4.88,2.369,False,IN,ZONE_COVERAGE,COVER_3
30297,2022_12_CHI_NYJ,2022112704,681,CHI,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",2.0,12.27,3.066,False,CROSS,ZONE_COVERAGE,COVER_3
30299,2022_12_CHI_NYJ,2022112704,726,CHI,SHOTGUN,"2 RB, 1 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",4.0,-3.06,1.268,False,SCREEN,ZONE_COVERAGE,COVER_3
30302,2022_12_CHI_NYJ,2022112704,792,CHI,I_FORM,"2 RB, 1 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",4.0,29.75,2.469,True,GO,ZONE_COVERAGE,COVER_3
30307,2022_12_CHI_NYJ,2022112704,915,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",8.0,"4 DL, 2 LB, 5 DB",4.0,10.75,2.636,True,IN,MAN_COVERAGE,COVER_0
30310,2022_12_CHI_NYJ,2022112704,971,NYJ,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",3.0,10.3,3.37,False,CROSS,ZONE_COVERAGE,COVER_3
30312,2022_12_CHI_NYJ,2022112704,1014,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 2 LB, 6 DB",6.0,2.3,2.002,False,FLAT,ZONE_COVERAGE,COVER_4
30315,2022_12_CHI_NYJ,2022112704,1080,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 2 LB, 6 DB",4.0,16.91,2.669,False,POST,MAN_COVERAGE,2_MAN
30317,2022_12_CHI_NYJ,2022112704,1125,NYJ,EMPTY,"1 RB, 2 TE, 2 WR",4.0,"3 DL, 3 LB, 5 DB",4.0,5.78,1.868,False,SLANT,ZONE_COVERAGE,COVER_4
30318,2022_12_CHI_NYJ,2022112704,1147,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,0.780000000000001,1.802,False,SLANT,ZONE_COVERAGE,COVER_4
30326,2022_12_CHI_NYJ,2022112704,1371,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",4.0,1.20999999999999,2.803,True,FLAT,MAN_COVERAGE,COVER_1
30327,2022_12_CHI_NYJ,2022112704,1395,NYJ,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",6.0,17.25,3.504,True,IN,MAN_COVERAGE,COVER_1
30332,2022_12_CHI_NYJ,2022112704,1510,CHI,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 1 LB, 6 DB",4.0,-3.07,1.301,False,SCREEN,ZONE_COVERAGE,COVER_4
30337,2022_12_CHI_NYJ,2022112704,1640,NYJ,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",4.0,4.58,2.77,False,FLAT,ZONE_COVERAGE,COVER_2
30339,2022_12_CHI_NYJ,2022112704,1671,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,6.05,1.935,False,SLANT,ZONE_COVERAGE,COVER_3
30340,2022_12_CHI_NYJ,2022112704,1700,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",4.0,3.04,2.636,False,ANGLE,ZONE_COVERAGE,COVER_3
30343,2022_12_CHI_NYJ,2022112704,1775,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 2 LB, 5 DB",4.0,7.2,1.701,False,SLANT,ZONE_COVERAGE,COVER_2
30354,2022_12_CHI_NYJ,2022112704,1949,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,4.36,3.103,False,OUT,ZONE_COVERAGE,COVER_6
30356,2022_12_CHI_NYJ,2022112704,1990,NYJ,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB",4.0,1.53,4.871,False,CROSS,ZONE_COVERAGE,COVER_3
30358,2022_12_CHI_NYJ,2022112704,2040,NYJ,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",4.0,6.87,1.935,False,SLANT,MAN_COVERAGE,COVER_1
30362,2022_12_CHI_NYJ,2022112704,2138,CHI,I_FORM,"2 RB, 1 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",4.0,21.79,4.304,False,GO,MAN_COVERAGE,COVER_1
30371,2022_12_CHI_NYJ,2022112704,2319,NYJ,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,20.15,3.27,False,CORNER,ZONE_COVERAGE,COVER_3
30374,2022_12_CHI_NYJ,2022112704,2375,CHI,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,5.47,3.17,False,CROSS,MAN_COVERAGE,COVER_1
30377,2022_12_CHI_NYJ,2022112704,2446,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 1 LB, 6 DB",5.0,18.94,2.102,False,GO,MAN_COVERAGE,COVER_1
30380,2022_12_CHI_NYJ,2022112704,2508,NYJ,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"3 DL, 4 LB, 4 DB",4.0,16.87,3.537,True,CORNER,ZONE_COVERAGE,COVER_3
30381,2022_12_CHI_NYJ,2022112704,2532,NYJ,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 4 LB, 4 DB",4.0,1.7,3.603,False,FLAT,ZONE_COVERAGE,COVER_2
30392,2022_12_CHI_NYJ,2022112704,2778,CHI,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",5.0,-4.09,3.904,True,SCREEN,MAN_COVERAGE,COVER_1
30395,2022_12_CHI_NYJ,2022112704,2842,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,2.09,3.337,False,FLAT,ZONE_COVERAGE,COVER_6
30397,2022_12_CHI_NYJ,2022112704,2910,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-3.40000000000001,1.601,False,FLAT,ZONE_COVERAGE,COVER_4
30399,2022_12_CHI_NYJ,2022112704,2955,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,4.61,2.135,False,OUT,ZONE_COVERAGE,COVER_6
30400,2022_12_CHI_NYJ,2022112704,2977,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",5.0,22.96,2.102,False,GO,MAN_COVERAGE,COVER_1
30402,2022_12_CHI_NYJ,2022112704,3030,NYJ,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",5.0,8.58,3.702,False,CROSS,MAN_COVERAGE,COVER_1
30404,2022_12_CHI_NYJ,2022112704,3084,NYJ,EMPTY,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 3 LB, 4 DB",4.0,-2.18,1.234,False,SCREEN,ZONE_COVERAGE,COVER_4
30406,2022_12_CHI_NYJ,2022112704,3133,NYJ,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,2.87,4.137,False,OUT,ZONE_COVERAGE,COVER_3
30408,2022_12_CHI_NYJ,2022112704,3187,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,16.0,3.236,True,HITCH,ZONE_COVERAGE,COVER_6
30410,2022_12_CHI_NYJ,2022112704,3230,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,-2.37,2.769,False,SCREEN,ZONE_COVERAGE,COVER_3
30412,2022_12_CHI_NYJ,2022112704,3275,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",4.0,11.73,2.769,True,IN,ZONE_COVERAGE,COVER_6
30413,2022_12_CHI_NYJ,2022112704,3299,CHI,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",4.0,6.38,2.036,False,SLANT,MAN_COVERAGE,COVER_1
